378,41134,41908,44656,45992,42935,39937,39649,32570,31012,30699,32955,31166,31274,32494,31263,33561,34943,35971,33465,29774,29440
384,40577,42667,44360,45705,42577,39622,39531,33125,32557,30521,32739,31154,30949,32036,31174,33019,34368,34558,33917,30479,28827
390,40215,43675,44436,45377,44376,41637,40420,32440,31297,30037,33238,30980,30844,32293,31339,33406,35097,35744,33518,30110,28961
396,37222,39825,40489,41478,40017,36920,35217,31602,31095,29508,31897,30363,30112,30542,30754,32492,33431,35341,33743,30307,28560
402,43188,46558,47679,48346,46040,43156,41734,30809,30603,29752,31781,29415,30472,31069,32245,35201,35035,36733,34328,31204,29740
408,42093,45859,46339,48208,44723,42526,41015,32350,31360,30629,32698,29956,30747,31427,32330,34644,35477,36410,34836,30345,28999
414,41711,45741,45923,48190,46263,42289,41102,31883,31751,30036,32946,29770,30767,31389,31786,33351,35091,36343,34052,30597,29343
420,41426,45622,46112,48010,45631,41992,39965,33022,31826,30074,32839,31028,31086,31506,32198,33152,34885,36406,34118,30796,29071
426,41735,44812,45531,47823,45665,41475,40620,34197,32150,30215,33188,30645,31458,31902,32505,33795,35155,36584,34732,30704,30065
432,41332,45203,45950,47605,46151,41323,40594,33166,31338,30017,33471,30303,31427,31984,32732,33874,35422,36064,34077,31264,29377
438,41533,45127,45484,48076,45808,42652,40504,33426,32130,30814,33462,31031,31430,31810,32261,33733,35004,36446,34294,30764,29926
444,41445,44723,46864,47330,45407,41417,40583,32845,32719,30701,33679,31938,31702,33290,31717,33645,35306,36285,34085,30882,29211
450,41594,44971,46102,47078,44814,41493,39628,33328,33026,31342,33971,31178,32146,32861,32358,34557,34651,36296,34366,31165,29900
456,40775,45920,46599,47663,45837,42804,40309,32695,31796,30560,34435,31504,31508,32388,32245,33756,35715,35978,34362,30790,28533
462,54.74,20.136,46.675,19.03,-39.142,-33.711,-51.717,-41.561,-14.649,-9.937,15.427,-119.19,37.445,-29.817,10.963,15.217,-22.033,26.504,-50.889,-50.913,5.5949
468,12.661,-1.3905,-19.131,-16.784,22.341,33.196,-1.3428,145.23,13.798,-4.2223,-62.452,-70.667,-57.575,198.68,-51.071,-64.687,21.816,-5.9453,33.494,-4.6313,53.636
474,25.815,18.682,14.299,-5.0905,-62.259,-19.47,11.097,-14.321,122.07,12.801,-89.346,2.5459,-43.367,55.735,-17.186,-48.255,-53.427,43.954,15.467,7.0394,-33.495
480,-36.182,-60.147,50.122,72.661,1.7917,-7.216,-62.197,52.4,3.5827,10.639,-80.032,-55.781,35.963,25.631,45.055,-76.716,-33.218,-59.92,-52.906,-61.097,-2.2643
486,52.545,-26.652,44.592,-76.839,57.691,47.051,-21.754,60.587,6.6237,56.063,-4.8496,-24.245,45.345,99.771,-18.81,-4.7281,78.468,29.757,50.705,183.1,-64.326
492,253.13,-17.813,-3.3299,-50.101,98.028,88.76,199.65,21.983,-89.347,-30.822,28.337,20.292,-43.726,23.214,-42.544,-14.135,-58.132,-88.834,-7.0354,-61.672,59.941
498,-17.314,15.392,-36.674,9.6764,3.2494,6.3464,-17.561,27.148,-68.82,-141.16,17.752,3.6747,32.801,155.52,-15.783,61.838,58.448,45.037,53.201,33.301,56.298
504,134.69,-10.422,-16.075,4.0574,36.851,18.208,-2.8269,-54.999,-26.149,2.1052,20.782,101.55,52.357,50.124,-71.133,0.46859,19.867,-91.018,-94.006,-60.732,-53.509
510,90.38,54.083,-16.711,-80.814,-48.433,39.399,-52.64,-7.5704,32.447,-67.141,124.53,-18.798,73.402,56.344,-145.99,11.364,-27.534,-34.693,-33.821,-4.4091,-111
516,65.259,-59.096,-33.051,-50.478,-3.3585,5.3623,37.472,-54.095,26.787,-96.097,-24.841,33.189,73.347,72.472,42.553,-22.951,-96.489,20.838,-36.471,-116.62,91.182
522,64.547,33.997,-9.1563,9.032,68.816,242.01,421.2,-62.983,18.968,16.606,-14.775,-48.164,-20.765,60.324,-106.71,-28.905,62.554,188.7,10.074,-67.196,-47.402
528,673.74,-30.903,-14.31,65.804,85.066,48.693,-9.0791,41.662,13.679,-80.307,-6.156,-28.406,-93.877,223.52,-94.092,52.872,-3.2546,-32.486,-11.199,-61.672,-11.384
534,95.943,3.6115,-23.766,74.004,-27.394,86.353,52.785,19.678,35.02,77.766,8.5027,-14.098,-100.59,-33.825,-97.262,-77.48,-51.069,30.765,-51.193,-53.323,-125.14
540,91.173,-71.944,-57.156,9.6375,46.163,62.78,-50.257,-59.738,37.586,-71.047,7.4036,19.965,45.941,-16.117,-29.867,3.7543,-39.918,57.108,3.7681,-11.023,-10.586
546,293.25,-28.594,-50.804,-82.725,33.031,24.47,-69.237,-41.964,36.66,-101.79,-50.953,49.466,82.781,-88.297,-7.9839,-21.067,-67.296,28.006,69.964,-28.775,45.543
552,78.525,-27.307,21.946,14.474,-18.904,-10.628,24.851,29.226,-38.229,43.598,-62.378,27.288,55.961,56.093,-39.081,-103.28,-43.537,6.0615,-7.3469,188.67,-58.266
558,78.05,23.797,-18.43,-26.369,-78.956,44.402,1.9945,-131.58,64.448,91.427,-74.386,-66.55,-58.875,-27.68,-42.496,-19.162,-1.5547,11.693,-14.055,44.731,-13.355
564,60.173,16.656,20.637,-19.805,60.001,-93.056,-70.849,-143.72,-130.1,-151.79,-66.407,61.987,40.73,15.423,6.4343,41.027,-62.598,68.389,67.699,-38.581,-10.747
570,891.45,245.22,20.28,63.572,484.92,590.87,647.94,6.2349,58.127,24.792,155.13,162.55,55.48,64.736,341.05,341.06,50.764,213.81,233.99,88.972,64.109
576,2557.8,1934.5,2397.7,2512.5,3124.7,2042.6,1897.6,1201.9,1158.8,1088.8,1303.3,1702.1,1177.9,1322,1451,1634,1696.6,1797.3,1186,1271.5,1105.2
582,5565.3,3845.9,5362.8,5312.5,5151.1,4878.4,3597.1,3409.4,2890.5,2710.7,3231.3,3242.7,3232.5,3009.4,3509,3611.4,3147.8,3590.7,3378.3,2857,2066.8
588,6627.7,6829.7,7019.4,7128.5,7212.2,6363,5952.6,4866.4,4059.4,4056.9,5116.3,4254.1,4184.9,4736.8,4849.4,5269.2,4900.8,5105.9,4364.7,4333.5,3368
594,8473.1,7953.7,8924.1,8946.1,8161.1,7956.1,7763.9,6627.4,4910.5,4329.3,6321.6,5281.8,4978.4,5071.3,6405.7,6051.1,6542,6539.5,5790,5993,4567.5
600,10029,8851.7,10170,10284,10335,8297.4,8348,7670.9,6323,5451.5,7775,6371.2,6069.9,6403.3,7392.6,7342.2,7717.8,7713.7,7236.2,6321.8,5745.4
606,11144,11090,10940,12008,11136,10203,10327,7810.8,7796.1,6202.4,8610.3,6964.3,6806.9,7237.7,8556.3,8436,8536.7,9602.7,7829.8,7320.7,6121.1
612,11716,12612,12742,12626,13459,10650,12056,8814,8049.5,7262.8,9554.1,8600.5,7782.5,8591.3,9157.9,9250.3,9896.9,9982.4,9179.5,8262.3,7589.4
618,13157,13746,14540,14276,14758,13326,13138,9632.7,9902.9,8226,10144,9497,8756.1,8957.9,9685,10634,10594,11372,10072,9476.3,8190.8
624,16970,16938,16607,17332,17211,15178,15527,12331,11180,9926.1,12518,11143,10012,10421,12018,12150,12465,13218,11022,10577,8731.8
630,20468,19948,20021,20956,19805,16460,16085,13940,13598,12131,13822,12543,11939,12205,14296,13838,14235,14410,13186,12370,11585
636,21894,23875,23566,24510,22511,19977,20284,16614,14321,13448,16664,14439,13548,14500,16266,15734,16113,16555,14923,12908,11912
642,26411,27456,27487,27761,25770,22142,23404,18069,17336,15363,17744,15822,14848,15812,18379,18277,19574,18896,17811,15803,13847
648,29686,30514,29729,30770,29004,26357,26181,21637,19327,17815,20019,17634,16855,17706,20996,20159,20944,21305,19341,16358,14555
654,33777,35665,34545,35602,31760,29189,28152,22748,21315,19411,22598,19635,18658,20214,22460,23486,23071,23195,20925,19025,16600
660,37373,37290,38025,37922,35730,31861,31743,25626,24771,21543,24514,21351,20740,21508,25733,25177,25256,25554,22865,20263,18292
666,40698,41771,41980,41956,40008,34746,34603,29018,26519,23633,25961,23105,23394,23551,27367,27397,27930,28047,25753,22696,20459
672,43822,45080,44987,46550,44386,39231,37277,31054,29824,25558,29290,25729,24515,26330,29789,30253,30620,30977,28132,24952,22105
678,48223,49557,49615,50994,47133,40853,40516,33778,31643,28272,31660,27724,27246,28068,33415,32777,32415,33012,31162,27148,24396
684,52183,52996,53826,55146,50377,44995,43247,36226,34618,30806,34568,30590,28716,30759,35337,34576,35109,35227,32411,28363,25076
690,54384,57115,57002,58216,53746,48265,46747,39735,36321,32604,36498,31611,31103,32585,38649,37479,37311,37574,34891,30700,28003
696,57397,60379,60037,61949,56911,51532,50366,42448,38956,35692,38513,34551,33435,34408,40704,40105,40132,39870,37227,32954,30108
702,61645,65311,64138,65215,60466,53680,52839,44908,42004,37860,41448,37074,35080,36497,43893,42036,43021,42898,39170,34826,32039
708,62649,66620,66488,68668,63375,57288,54835,47816,44888,40436,42430,39789,37854,40310,44574,45367,44860,45999,41592,37022,34089
714,65937,69155,69173,71105,65362,58935,58214,50307,47081,41811,45972,40969,39921,41087,47003,47269,47185,47662,44111,39189,35191
720,68159,72298,72174,74085,68392,62600,59854,52159,48661,44997,46798,43378,41622,43351,48749,48939,49884,49296,46277,40654,37401
726,68853,72709,74070,75687,70233,64122,61381,54040,51328,46938,49835,44382,44011,45074,50556,49985,51193,51785,48529,42127,38365
732,70818,74521,75296,77651,71838,65828,64009,56565,52210,48479,51813,46594,45588,47700,51757,52919,53452,53906,50483,43884,40369
738,71134,76468,76170,79264,73904,67524,65933,56991,54176,49377,54470,48391,47610,50094,53647,54671,55295,55162,52377,45348,42563
744,73817,79338,80624,81532,75605,68586,68006,59339,54948,50923,55072,49753,48551,51244,54967,55274,57477,57469,53830,46929,43397
750,74334,79724,81407,82456,77495,70624,68915,60118,56459,53113,56533,51574,51691,52595,56158,57468,57910,59522,55719,48903,46047
756,76898,81135,82525,84985,79344,73800,70519,62016,58638,53992,58149,53118,52330,53738,58081,59814,59877,61530,57721,50466,46324
762,77646,83282,84643,87311,81935,75335,74103,62917,59954,55834,59554,54536,54768,56047,58848,60746,61357,62505,59330,51987,47659
768,80297,85472,86481,88460,83538,77222,73901,64113,61001,56826,61904,56105,55302,57379,60644,62471,63125,64816,61081,53470,49476
774,80797,86492,88476,90447,86046,79273,76039,66363,63833,59077,63382,57187,56750,58096,61736,63652,65245,66201,62256,55825,51656
780,81686,87708,91154,92971,87853,80344,78093,66970,64285,59599,64104,59141,56830,61911,64405,64959,66631,67849,64269,57423,52633
786,84889,91314,94091,94871,90062,82865,80898,68130,65282,61354,66595,60451,59735,61909,64348,66886,68011,68778,65537,58000,54474
792,85565,92285,93765,97328,91828,84971,82071,69556,67237,63071,66662,60779,60653,63771,66084,67975,70098,71630,67038,60503,55961
798,86957,94303,95961,99394,94608,86338,83948,71726,68856,64960,68424,62161,62159,64941,67365,69169,71345,73303,68802,62028,57554
804,88534,94871,98331,1.0105e+05,95993,87807,85437,71088,69138,65990,70201,64651,63617,66893,68734,70951,73192,74651,69764,62153,58090
810,90005,96434,1.0041e+05,1.0242e+05,97950,89823,86840,72831,70507,67037,70829,65922,64664,68328,70006,72246,74372,75614,71639,64577,60315
816,90607,98180,1.017e+05,1.0365e+05,99006,90984,88299,74177,72994,68264,72809,67480,67077,70197,70458,72690,75920,77537,73660,65080,61942
822,90954,1.008e+05,1.0252e+05,1.0493e+05,1.0045e+05,92786,90241,75379,74525,68834,74085,68405,68087,71366,71498,74539,76697,79737,76247,67070,62884
828,92343,1.0096e+05,1.0341e+05,1.0753e+05,1.0176e+05,93837,91307,76330,73428,70260,74413,69161,69148,72506,73267,77271,78570,80031,76945,68135,64736
834,93348,1.0173e+05,1.057e+05,1.0879e+05,1.025e+05,96086,92698,76730,75317,71786,76098,70093,70446,74486,74264,78150,79496,81271,77907,69099,65804
840,95207,1.0424e+05,1.0589e+05,1.0974e+05,1.0409e+05,97519,94616,77686,76099,72529,77586,71699,71918,75689,74718,77457,80847,83110,78773,71136,66719
846,94717,1.0483e+05,1.0858e+05,1.1102e+05,1.0556e+05,98291,94766,80417,77070,74807,77830,72167,71217,76994,76680,79656,82141,84641,79597,71003,67380
852,97133,1.0598e+05,1.0989e+05,1.1188e+05,1.0721e+05,99745,96393,80416,78606,74656,79422,73858,74035,77720,77538,80949,83203,85838,81231,73382,69352
858,97385,1.071e+05,1.1052e+05,1.1299e+05,1.0783e+05,1.0064e+05,97836,81886,79583,75368,80378,73910,75033,79108,77681,82671,84524,86964,82490,73298,69150
864,97337,1.0716e+05,1.1109e+05,1.1381e+05,1.0942e+05,1.0128e+05,97506,81757,80937,76304,81335,74602,74788,80064,78422,82038,84851,87597,83143,74477,70187
870,99107,1.082e+05,1.1223e+05,1.1585e+05,1.0882e+05,1.0251e+05,99257,82060,81230,76958,82869,76395,75902,80206,79765,83012,85078,88445,85543,75201,71920
876,99986,1.1045e+05,1.1291e+05,1.1637e+05,1.106e+05,1.038e+05,1.0011e+05,82464,82101,78531,82404,78217,77555,82983,79861,83657,87319,89491,85170,76948,72669
882,1.0033e+05,1.0926e+05,1.151e+05,1.1851e+05,1.1241e+05,1.0417e+05,1.0197e+05,82789,83169,79124,83445,77825,78606,82663,81414,85162,87883,90743,86014,77083,73365
888,1.007e+05,1.1149e+05,1.1464e+05,1.1867e+05,1.1249e+05,1.0527e+05,1.0179e+05,84425,83727,79275,85226,78916,79849,83248,81652,85453,88947,91809,86871,77366,73724
894,1.0192e+05,1.1277e+05,1.1616e+05,1.1846e+05,1.1346e+05,1.0679e+05,1.0221e+05,84328,83460,79813,86266,79101,79784,84211,81621,86046,89893,92739,87189,79320,74559
900,1.0451e+05,1.1186e+05,1.1699e+05,1.2064e+05,1.1407e+05,1.0731e+05,1.0294e+05,85522,86129,80805,86073,80161,80465,85107,83017,86844,89413,92629,88092,80112,75985
906,1.0387e+05,1.1322e+05,1.173e+05,1.205e+05,1.1395e+05,1.0742e+05,1.0449e+05,86680,85423,82134,86783,80896,80954,85942,82606,87683,90339,94409,88794,79939,75687
912,1.0383e+05,1.1385e+05,1.1801e+05,1.2112e+05,1.152e+05,1.0874e+05,1.0448e+05,87413,86578,82446,87124,80743,81948,86844,83622,88271,91182,94773,88566,80379,76326
918,1.0412e+05,1.144e+05,1.1698e+05,1.2169e+05,1.1525e+05,1.0873e+05,1.0602e+05,87114,87433,82782,87216,82585,81746,87013,83832,88816,91253,95232,89821,80473,76754
924,1.0386e+05,1.1517e+05,1.1947e+05,1.2233e+05,1.1836e+05,1.0898e+05,1.063e+05,88364,87018,83124,87916,82018,81847,87181,83797,88489,92272,95503,90007,82188,77180
930,1.054e+05,1.1553e+05,1.2003e+05,1.2311e+05,1.1728e+05,1.1006e+05,1.0578e+05,88816,87347,84118,89243,83612,83423,88771,85862,89611,93054,95802,89994,82485,77539
936,1.0571e+05,1.1564e+05,1.2159e+05,1.2455e+05,1.1864e+05,1.1062e+05,1.0761e+05,89431,88318,84103,89596,83724,83516,88052,84898,90222,93614,96703,90521,83057,78338
942,1.0621e+05,1.1567e+05,1.1935e+05,1.2401e+05,1.1892e+05,1.11e+05,1.0704e+05,88759,88609,84328,89733,83604,83747,89040,85674,90212,93432,96430,92039,83611,79081
948,1.0657e+05,1.1671e+05,1.1968e+05,1.2444e+05,1.1956e+05,1.113e+05,1.0729e+05,90723,89473,85922,90227,83681,84408,88858,86047,91593,94731,97726,92543,83090,78824
954,1.0604e+05,1.176e+05,1.2178e+05,1.255e+05,1.1993e+05,1.1139e+05,1.0885e+05,90248,88268,84636,91016,83404,84533,89795,85552,90806,93850,97876,92757,83583,80465
960,1.0832e+05,1.1725e+05,1.2162e+05,1.256e+05,1.1913e+05,1.1186e+05,1.0844e+05,90010,89649,84897,90950,85053,84495,90050,86725,91566,94927,98430,94146,85431,80097
966,1.0721e+05,1.1877e+05,1.2219e+05,1.2566e+05,1.2088e+05,1.1278e+05,1.091e+05,90447,89192,86161,90430,85518,86210,90804,87714,92119,95337,98477,93553,84271,81413
972,1.0821e+05,1.1863e+05,1.2281e+05,1.2681e+05,1.1964e+05,1.1344e+05,1.0981e+05,90928,90290,85848,91561,85149,86810,91156,87575,91876,95845,1.0014e+05,94225,84636,81500
978,1.0839e+05,1.1899e+05,1.2356e+05,1.2675e+05,1.2167e+05,1.1367e+05,1.0923e+05,91266,90840,86352,92984,86730,86161,91738,87042,92360,96081,99240,94435,86109,81535
984,1.0912e+05,1.1846e+05,1.2325e+05,1.2694e+05,1.2187e+05,1.1465e+05,1.0905e+05,92249,92053,87291,91700,86594,86659,91985,88869,93467,96780,1.0007e+05,95476,84924,81050
990,1.0812e+05,1.1936e+05,1.2374e+05,1.27e+05,1.2208e+05,1.1344e+05,1.1038e+05,91923,91462,88782,93391,86962,87101,91198,88528,92691,97114,1.0004e+05,95063,85673,82200
996,1.089e+05,1.1951e+05,1.246e+05,1.2915e+05,1.2134e+05,1.1383e+05,1.1106e+05,91780,91262,87017,93200,86846,87497,92167,88405,94023,97073,1.0085e+05,95523,86544,81962
1002,1.0905e+05,1.1989e+05,1.2414e+05,1.2784e+05,1.2275e+05,1.143e+05,1.1038e+05,93144,92430,87499,93209,86133,87061,93655,87860,93741,96185,1.0026e+05,95199,86597,82485
1008,1.0906e+05,1.1993e+05,1.2432e+05,1.2791e+05,1.2294e+05,1.1544e+05,1.1135e+05,92689,92022,87408,93369,86640,88074,92940,88436,93452,97009,1.0005e+05,95955,87073,82881
1014,1.1005e+05,1.2019e+05,1.2364e+05,1.2739e+05,1.2249e+05,1.1497e+05,1.116e+05,92151,92667,87423,94373,86690,88573,92327,88446,93917,98061,1.0066e+05,95753,87781,82953
1020,1.1018e+05,1.2076e+05,1.2624e+05,1.2965e+05,1.2416e+05,1.1661e+05,1.1132e+05,92526,92719,88616,93786,87453,88768,93927,88813,93990,97109,1.0259e+05,97000,86732,83020
