0,22.009,49.26,0+57.527i,0+55.207i,33.867,0+46.268i,26.375,NaN,0+60.567i,16.033,0+57.864i,35.766,11.461,0+21.321i,56.858,0+37.5i,0+45.288i,670.73,128.84,0+140.73i,0+65.972i,0+94.042i,0+88.129i,0+7.7007i
666,1361.6,1453.8,1489,1524.3,1534.7,1436.2,1488.4,NaN,1157.5,1127.4,1017.8,1118.2,1114.5,1185.6,1210,962.17,1586.7,1629.7,1647.2,1666.6,1676.5,1639.2,1574.6,712.66
672,1395.9,1506.2,1519.5,1597.9,1636.4,1533.2,1516.9,NaN,1195.2,1210.7,1065.2,1187.3,1184.9,1210.6,1292.5,966.98,1648.8,1726.4,1740.6,1771.7,1759.9,1725.3,1634.9,750.93
678,1466,1571.8,1620.5,1677.5,1659.6,1554,1598.6,NaN,1225.1,1232.9,1125.1,1238,1232.2,1280.8,1303.4,986.63,1741.9,1787.1,1764.2,1835.9,1848.3,1790.1,1727.6,760.42
684,1532.6,1605.6,1710,1747.8,1708.3,1638.2,1638.8,NaN,1288.2,1288.7,1160.8,1302.2,1279.1,1316.5,1379.3,1071.5,1794.8,1833.1,1854.8,1886.3,1896.6,1827.3,1739.2,808.8
690,1565.6,1675.1,1731.8,1795.8,1776.9,1691,1721.2,NaN,1351.1,1313,1206,1326.5,1302.4,1366.5,1414.4,1070,1922.9,1929.6,1914.8,1958.3,1980.3,1909.6,1845,829.12
696,1613.4,1732.1,1801,1859.7,1834.7,1771.9,1799.7,NaN,1385.5,1361.2,1260.6,1358.5,1361,1416.6,1453.9,1129.4,1946.2,1999.8,1979.6,1999.8,2035.3,1965.9,1917.9,827.88
702,1673.2,1825.6,1859.2,1896,1890.9,1806.2,1821.7,NaN,1434.5,1425.2,1293.7,1413.4,1424,1428.1,1484.4,1191.4,2012.2,2043.3,2074.2,2079.7,2053.1,2034.7,1968.1,906.61
708,1666.2,1803.8,1891.1,1945.2,1929.7,1853.2,1834.8,NaN,1477.4,1461.6,1335.3,1421.4,1462.9,1499.3,1586.8,1207,2034.1,2109,2093.6,2153.7,2128.9,2088.6,2045.7,895.7
714,1708.4,1870.1,1934.5,2005.2,1954.3,1855,1937.6,NaN,1522.4,1496.3,1351.6,1486.6,1477.1,1554.1,1575.2,1241,2063.9,2167.4,2163.6,2184.8,2204.6,2148.1,2057.5,921.38
720,1766.1,1899.2,1972,2008.2,2019,1973.8,1937,NaN,1541.8,1524.8,1418.8,1488,1533.7,1556.3,1631.2,1290.7,2119,2181.8,2202.1,2214.7,2266.8,2220.9,2122.4,972.49
726,1753.9,1910.6,1989.3,2065.4,2022.1,1977.1,1959.1,NaN,1555.6,1571.8,1438.6,1552.8,1529.2,1621.5,1659.5,1290.2,2178.5,2210.9,2260.5,2259.7,2316.3,2233.8,2159.4,969.11
732,1798.2,1943.9,2023.3,2089.7,2048.5,2012.6,2027.4,NaN,1594,1570,1464.1,1574.7,1579.1,1637.9,1704.7,1324,2180.4,2272.1,2290.2,2325.9,2379.3,2289.3,2196.1,1045.3
738,1800.2,1957.2,2031.5,2124.7,2064.7,2026.2,2066.7,NaN,1597.9,1612.6,1478.6,1622.8,1616,1676.4,1760.9,1362.7,2234.4,2321.9,2331.4,2348,2440.2,2337.6,2286.9,1079.8
744,1846.6,2019.8,2118.4,2147,2121.3,2036.9,2087.5,NaN,1638.2,1606.3,1485.7,1613.4,1645.2,1680.2,1782.8,1365.5,2235.9,2292.9,2399.4,2379.4,2452.3,2365.7,2289.3,1038.9
750,1852.5,2016.5,2109.7,2155,2142.6,2064.3,2068.3,NaN,1635.8,1639.8,1533.6,1637.8,1672.6,1757.9,1798.9,1383.6,2283.1,2344.9,2366,2440.3,2526.1,2423.3,2384.7,1064.7
756,1868,2026.3,2100.6,2153.8,2150.3,2126.5,2098.9,NaN,1675,1667.8,1540.7,1669.1,1694.7,1755.2,1818.9,1451.4,2317.6,2435.6,2415.9,2501.3,2554.4,2463.8,2364.9,1096.2
762,1855.6,2033.8,2131.6,2198.8,2197.4,2131.6,2184.8,NaN,1680,1683.8,1561.7,1682.8,1703.5,1813.4,1844.5,1450,2313.3,2448.7,2452.1,2511,2570.4,2496.8,2423,1041.1
768,1901.5,2047.3,2165.5,2220.1,2220.8,2147.7,2129.3,NaN,1693.2,1714.7,1578.2,1727.7,1735.3,1807.9,1887.7,1470.8,2367.9,2487,2483.6,2568.4,2631.4,2488.4,2430.5,1095.9
774,1910.1,2060.8,2169.2,2218.5,2225.7,2166.8,2194.7,NaN,1737.3,1750.2,1603.3,1756.6,1761.1,1858.3,1876,1468.4,2369.8,2465.4,2547.5,2596.3,2626.7,2559.3,2470.2,1085.6
780,1927.1,2089.2,2216.2,2277.3,2255.7,2184.4,2223.5,NaN,1735.3,1757.9,1616.4,1767.8,1794.5,1810.3,1963.9,1548.3,2440.1,2520.2,2552.2,2629.5,2654.2,2598.6,2510.3,1087.7
786,1964.4,2150.2,2235.7,2277.6,2308.7,2230.5,2272.3,NaN,1770.5,1767.9,1640.8,1784.6,1809.6,1874.6,1960.6,1509.2,2458.4,2559.2,2607.1,2607.7,2691.8,2614.2,2574.5,1132.1
792,1969,2137.8,2191.1,2315.6,2321.5,2223.6,2247.9,NaN,1769.7,1805.5,1679.4,1783.1,1807.7,1913.2,1981.1,1547.6,2460.5,2586.8,2629.6,2691.7,2743.6,2703.1,2602.3,1133.8
798,1971.4,2152.4,2252.8,2341.6,2335.1,2244.6,2296.3,NaN,1805.5,1805.7,1666.5,1802.6,1814,1939.4,2007.5,1605.1,2485.3,2598,2630.6,2723.2,2767,2717.5,2611.5,1173.8
804,1991.7,2167.5,2285.9,2388.5,2378.4,2285.2,2294.1,NaN,1796.3,1805.2,1713.1,1829.5,1874.3,1958.1,2033.2,1577,2517.3,2627,2693.8,2752.3,2752.8,2705.7,2624.3,1181.3
810,2027.2,2168.1,2286.7,2372.5,2388.2,2314.2,2320.1,NaN,1816.3,1862.7,1730.9,1859.5,1904.9,1946.4,2050.3,1661,2530.5,2672.2,2699.4,2765.3,2814.2,2813.1,2683.1,1199.3
816,2023.2,2190.6,2295.8,2389.9,2389,2309.6,2360.9,NaN,1822.8,1885.3,1745.6,1872.8,1910.5,1989.7,2081.1,1634.1,2517.4,2655.1,2726.3,2797.3,2851.6,2771.4,2743.1,1174.9
822,1999.9,2230.2,2299.3,2375,2423.3,2329.4,2371.3,NaN,1845,1892.5,1747,1881,1912.7,2022,2097.4,1660.7,2562.5,2654.8,2717.9,2839.9,2907,2818.7,2715.5,1173.8
828,2017.4,2215.3,2340.9,2450,2450.1,2356.4,2367.4,NaN,1870.7,1868,1751.3,1882.4,1919.1,2024.5,2129.6,1697.5,2584.8,2724.6,2747.4,2830,2941,2794.3,2796.5,1207.1
834,2031.7,2228.2,2349.7,2449.6,2409.4,2362.6,2380.8,NaN,1854.2,1906.8,1787,1912.7,1914.1,2061.4,2145.9,1669.9,2624.6,2778.4,2791.6,2827.7,2953.2,2898.5,2809.4,1273.9
840,2049.4,2297.6,2350.2,2440.8,2452.8,2398.6,2437.4,NaN,1877.1,1927,1791.2,1939.1,1980.5,2069.7,2193,1702,2619,2733.4,2777.2,2884.9,2922.1,2927.6,2838.9,1214.4
846,2021.1,2257.8,2372.5,2459.4,2471.6,2395.6,2418.7,NaN,1931.1,1932.6,1834.1,1932.8,1978.2,2035,2194,1695,2642.8,2764.4,2824.1,2907.4,2928.1,2862.9,2835,1274.1
852,2079.2,2275,2398.3,2459.1,2496.6,2430.6,2455.4,NaN,1898,1934.4,1826,1953.8,2012.6,2086.8,2203.6,1704.7,2677.1,2810.2,2857.8,2925.8,2971.8,2925.9,2891.9,1222.4
858,2075.4,2303.9,2387,2495.1,2490.3,2442.8,2469.9,NaN,1917.6,1949.1,1840,1967.2,1993,2098.9,2203.9,1747.5,2671.1,2836,2844.6,2935.5,2996,2938.5,2859.9,1259
864,2072.8,2272,2414.5,2486.3,2523.3,2442.2,2488.2,NaN,1940.2,1986.8,1844.6,1971.2,2025.6,2114.2,2223,1762.3,2688.1,2835.5,2863.9,2968.2,3028.4,2965.3,2915.4,1272.2
870,2099.2,2285.1,2426,2526.4,2502.4,2464.4,2468.1,NaN,1921.6,1995.7,1864.7,2006.6,2015.7,2123.8,2244.6,1765.5,2721.1,2849.6,2874.9,2967.7,3083.6,2996.9,2942.2,1280.6
876,2115.1,2339.1,2446,2533.6,2512.4,2459.3,2483.3,NaN,1924.3,1991.2,1886.2,1986.7,2055.6,2154.8,2286.2,1767.9,2726.6,2840.7,2897.2,2996.7,3053.8,3024.2,2960.8,1272.2
882,2115.2,2296.4,2457.7,2536.3,2574.6,2465.8,2547.6,NaN,1920.6,1996.1,1879.3,1997.7,2082.5,2162.5,2263,1819.5,2760.4,2883.6,2938,3000.9,3087.6,3033.8,2983.6,1276.4
888,2113.3,2323.3,2434.4,2524.9,2557.4,2494.1,2518.2,NaN,1952.2,2008.4,1882.5,2025.5,2080.6,2190.1,2280.9,1793.4,2755,2847.9,2944.9,3018.8,3107.4,3029.3,2972.5,1306.1
894,2111.8,2360.1,2461.6,2527.5,2546.9,2520.6,2510,NaN,1954.7,1989,1883.2,2036,2086.1,2180.3,2287,1793.8,2768.1,2883.6,2976.4,3054.7,3120,3081.1,3018.4,1322.7
900,2168.5,2321.4,2469.9,2563.9,2563.2,2515.5,2507.2,NaN,1966.1,2033.3,1904.9,2035.8,2079.1,2181,2307.5,1809.5,2776.5,2905.2,2962.3,3026.4,3129.5,3068,3067.8,1282.4
906,2162.1,2339.4,2473.3,2572.1,2546.6,2509.6,2537.5,NaN,1977.2,2031,1904.4,2039.6,2081.7,2189.7,2303.5,1797.5,2780.7,2919.5,2960.3,3076.8,3103.6,3062.8,3007.7,1346.6
912,2142,2355.7,2508.4,2559.9,2585.9,2540.3,2532.2,NaN,1997.7,2047.3,1936.5,2033.9,2086.1,2184.9,2357.7,1846.3,2811.5,2928.6,2962.5,3072.1,3124.9,3051.1,3043,1295.4
918,2149.4,2368.2,2455.9,2596.2,2574,2528.9,2556.2,NaN,1987,2060.7,1934.8,2027.3,2118.9,2182.6,2301.1,1805.3,2768.1,2937.5,2949.1,3107.3,3140.5,3077.1,3025.3,1306.4
924,2138.3,2363.7,2490.6,2592.6,2633.4,2530.9,2561.5,NaN,2006.5,2039.7,1911.7,2029.6,2092.2,2202.8,2307.5,1827.6,2755.7,2910.5,2984.4,3100.8,3136.8,3102.9,3066.7,1319.6
930,2154.7,2373.7,2532.8,2605.2,2593.4,2515.7,2565.2,NaN,2002.8,2036.7,1952.4,2084.5,2141.8,2235.2,2359.7,1815,2823.7,2939.3,2974.1,3105,3108.4,3121.6,3038.2,1334.4
936,2180.7,2387.7,2541,2627.2,2649,2562.1,2576.1,NaN,2012,2058.8,1931.9,2069.8,2146.2,2215.4,2331.2,1841.4,2802.1,2965.2,3012.7,3094.9,3128.9,3117.6,3044.5,1327.3
942,2156.9,2372.9,2470.9,2601.4,2637.1,2542.8,2581.7,NaN,2004.7,2088.1,1963.5,2055,2126.6,2239.8,2363.7,1890.9,2796.2,2997.3,3050.3,3129.4,3176.4,3175.8,3069.5,1326.5
948,2155.1,2396.8,2490.1,2606.9,2636.9,2554.6,2534.6,NaN,2049.5,2078.1,1941.5,2092.8,2129.2,2234.4,2318.6,1895.7,2834.9,2962,3038.3,3161.1,3183.6,3138.7,3043.1,1296.7
954,2148.8,2427.2,2527.4,2623.9,2626.3,2541.7,2609.6,NaN,2028.9,2065.4,1932.2,2098.8,2118,2223.9,2388.6,1884.5,2800.2,2982.5,2992.5,3132.5,3239.2,3172.5,3174.8,1353.9
960,2175.5,2392.8,2505.6,2617.6,2576.7,2561.5,2594.7,NaN,2028.7,2076.4,1949.7,2090.9,2134.5,2214.1,2353.8,1851.8,2848.8,2977.4,3060.9,3142.5,3279.1,3158.9,3098.2,1322.5
966,2187.1,2424.3,2504.5,2626,2646,2573.5,2596.5,NaN,2022.8,2073,1959.4,2077.4,2157.9,2273.6,2367.3,1871.5,2855.8,2981.9,3033.9,3121.3,3207.5,3165.8,3140.9,1320.1
972,2182.4,2393.8,2505.1,2623.8,2620.7,2599.9,2605.1,NaN,2023,2082.8,1964.4,2090.6,2149.1,2291.1,2375.7,1845.4,2838.8,2968.3,3068.6,3162.5,3236.5,3149,3125.4,1352.5
978,2189.2,2428.3,2542.6,2636.4,2677.5,2591.9,2592.5,NaN,2045.4,2092.4,1955.2,2112.2,2211,2240.5,2393.5,1862.8,2806.8,2999.5,3015,3153.7,3244.1,3221,3120,1365.4
984,2197.2,2378.1,2509.5,2633.6,2656.4,2588.7,2568.6,NaN,2049.4,2114,1989.8,2106,2151,2253.6,2398.6,1881.7,2858.2,3048.2,3071.4,3155.8,3188.8,3143.4,3115.1,1305.9
990,2171.4,2434,2551.9,2609.6,2662.9,2592.5,2627.7,NaN,2061.6,2107.2,1998.7,2134.5,2164,2275.8,2373.2,1864,2868.8,3017.7,3084.8,3159.7,3234.2,3226,3178.1,1353.2
996,2184.2,2403.7,2532.4,2683.2,2604.5,2596.4,2620.5,NaN,2038.1,2083.5,1956.1,2120.9,2186.1,2284.1,2373.2,1871.5,2852.7,3036.9,3044.2,3169.8,3255.2,3199.8,3099.3,1377.1
1002,2198.9,2425,2528,2638.1,2685,2603.9,2583.5,NaN,2062.2,2111.8,1963.7,2118.8,2156.6,2246.5,2422.9,1867,2833.9,2991.9,3038.5,3186,3256.9,3212.5,3140.5,1346.5
1008,2201,2405.3,2547.6,2622.2,2673.7,2598.8,2622.9,NaN,2042.3,2091.1,1964.3,2115.3,2144.5,2273.5,2390.7,1864.5,2837.2,3017.2,3048.7,3167.1,3234.1,3196.1,3181.1,1329.7
1014,2213.4,2437,2532.9,2617.1,2640.6,2612.8,2619.3,NaN,2037.3,2134,1978.2,2128.8,2162,2323.8,2395.9,1872.4,2872.5,3064.9,3128.9,3143.1,3267.7,3241.6,3138.6,1337.8
1020,2207.1,2422,2566,2668.2,2693.3,2627.5,2621.5,NaN,2033.7,2102.7,1961.9,2121.8,2158.3,2272.8,2414.2,1897.8,2851.6,2968.6,3047.2,3236.4,3283.8,3174.3,3175.7,1329.4
1026,2193,2421.6,2568.3,2633.8,2656.9,2622.8,2634.7,NaN,2049.4,2119.1,2009.7,2116.5,2169.8,2306,2382.8,1923,2850.6,3025.8,3102.8,3194.5,3302.3,3252.6,3110.4,1361.9
1032,2204.4,2417.6,2561.4,2656.5,2684.4,2550.8,2626.6,NaN,2063.9,2087.8,1970.6,2139.3,2219.1,2276.1,2398.6,1923.4,2891.4,3035.4,3101.4,3186,3306.7,3199.5,3157,1350
1038,2218.8,2404.9,2550.1,2668.4,2649.4,2606.5,2635,NaN,2093.4,2112.1,2002.8,2147,2213.6,2283.1,2416.4,1955.8,2891,3052,3092.6,3204.9,3267,3195.5,3153.3,1388.1
1044,2205.6,2434.4,2574,2671.3,2682.6,2627,2605.8,NaN,2092.6,2106.1,1990.6,2144.4,2171.7,2272.8,2441.6,1920.7,2893.4,3066.1,3131.7,3214.1,3336.1,3190.7,3170.2,1339.2
1050,2242.7,2435.6,2572.7,2717.9,2707.2,2639,2622,NaN,2066.6,2144.1,1990.4,2137.4,2193.2,2323.7,2455.4,1884.1,2870.4,3036.1,3087.2,3197.4,3305.5,3235,3207.8,1364.1
1056,2218.4,2433.8,2560.8,2660.4,2699.8,2602.9,2630.5,NaN,2050.6,2141.6,1979,2148.3,2184.9,2328.3,2429.8,1931.9,2893.7,3050.5,3095.7,3180.7,3239.4,3236.4,3169.4,1362.9
1062,2216.5,2459,2572.3,2673.4,2712.9,2626.4,2669.1,NaN,2089.1,2117,1994.4,2146.2,2197.5,2283.4,2432,1913.8,2883.4,3023.4,3079.1,3191.4,3306.3,3210.7,3201.1,1344.7
1068,2221,2460.8,2560.8,2644.3,2666.1,2613,2627.4,NaN,2065.2,2147.4,2020.2,2142,2199.4,2310.7,2445.2,1941.3,2921.3,3053.7,3093.3,3213.5,3336.7,3184.5,3157.1,1366.1
1074,2252.8,2472.2,2597.3,2667.2,2678.4,2653.8,2619.1,NaN,2082.1,2136.7,2006.9,2143.3,2203.1,2335.9,2433,1925.5,2909.5,3052.7,3103.4,3202.8,3281.1,3280.7,3152.4,1326
1080,2215.6,2457.6,2577.1,2707.8,2704.3,2621.3,2616,NaN,2071.4,2118.7,2004,2177.7,2219.7,2310.2,2463.6,1945.7,2890.2,3042.5,3089.4,3199.4,3302.6,3217.9,3173.2,1379.6
1086,2217.1,2448.2,2568.1,2653.9,2683.3,2596.1,2637.4,NaN,2102.9,2121.4,2002.6,2152.8,2205,2297.6,2438.9,1937.5,2907.8,3074.9,3106.7,3193.5,3344.7,3292.9,3182.5,1330.3
1092,2245.8,2447.9,2582.4,2672.4,2686,2646.3,2691.1,NaN,2079.1,2164.3,1996.5,2173.1,2191.8,2338.9,2414,1897.6,2894.1,3017.8,3113.8,3264,3301.9,3256.4,3190.7,1367.5
1098,2204.2,2480.7,2561.4,2699,2670.9,2614.3,2640.7,NaN,2097.7,2135.2,2008.8,2163.7,2213,2346.8,2421.4,1921.6,2919.8,3075.9,3116.2,3224,3299.7,3274.7,3197,1356.3
1104,2223.2,2455.7,2620.4,2703,2693.6,2661.7,2667.6,NaN,2059.9,2133.7,2010.4,2166,2210.7,2337.7,2447.5,1936.3,2931.3,3071.3,3142.1,3261.8,3364.6,3209.2,3205.6,1362.6
1110,2218.8,2459,2625.2,2701.9,2661.7,2633,2674.8,NaN,2088.2,2155.7,2005.6,2154.5,2195.5,2314.4,2430.4,1948.8,2891.2,3064.6,3138.6,3212.9,3329.3,3234.2,3183.4,1404.5
1116,2248.8,2455.1,2576.2,2667.3,2711.9,2651.9,2659.4,NaN,2094.4,2155.8,2037.2,2158.7,2231.1,2321.4,2442.1,1936.2,2910.9,3064.7,3135.2,3244.6,3306.3,3263,3159.2,1355.3
1122,2240.1,2440.9,2579,2690,2703,2646.4,2701.9,NaN,2098.7,2137.1,2018.4,2195.6,2211.6,2310.5,2449.1,1915.1,2955.9,3056.2,3126.8,3267.2,3366.7,3244.4,3231.4,1384.4
1128,2202.1,2459.9,2564.1,2684,2703.6,2639.6,2678.7,NaN,2092.8,2160.3,2028.6,2179,2244.6,2328,2488.8,1911.8,2971.5,3094.3,3120.7,3260.8,3322.2,3329.8,3212,1386.1
1134,2254.3,2465,2589.5,2691.4,2685.7,2635.3,2690.5,NaN,2074.6,2138.1,2021.5,2163.9,2201.6,2323.5,2458.7,1931.2,2936.9,3105.2,3164,3232.7,3335.8,3219.2,3203.1,1376.7
1140,2214.8,2454.7,2595,2678.2,2706.5,2656.5,2670.6,NaN,2097.8,2140.4,2013.7,2192.8,2208.1,2323.7,2438.2,1934.6,2898.2,3077.4,3176.5,3222.9,3356.6,3262.7,3207.2,1318.3
1146,2190.9,2441.9,2600.6,2717.7,2687.8,2623.7,2653.7,NaN,2122,2132.8,2000.3,2160.4,2219.2,2341.7,2442.1,1936.9,2915.4,3119.1,3138.9,3292.4,3345.6,3286,3209.9,1356.6
1152,2259.7,2469,2589.5,2667.4,2714.4,2628.6,2627.5,NaN,2090.4,2167.7,2002.7,2198.8,2234.8,2299.4,2437.1,1914.4,2912.4,3073.3,3191.9,3252.9,3349.7,3222.4,3197.1,1360
1158,2237.1,2485.1,2575.9,2674,2714,2626.8,2667.3,NaN,2097.8,2141.1,2031.7,2176.3,2234.7,2355.2,2464.5,1942,2919.1,3081.5,3135,3248,3353.3,3278.3,3188.5,1350.8
1164,2249,2510.6,2615.8,2723.4,2716.9,2696,2673.8,NaN,2089.3,2150.4,2008.8,2190.2,2228,2343,2467.1,1936.5,2914.5,3104.9,3130.6,3260.6,3348.8,3255.2,3196.1,1396.7
1170,2252.4,2453.5,2655,2691.8,2701.3,2656.4,2676.6,NaN,2124.8,2155.1,2006.3,2183.8,2231,2327.2,2438.1,1915.7,2915,3061.7,3171.3,3223.5,3326.6,3264.7,3230.2,1386
1176,2255.3,2481.9,2624,2708.5,2703.2,2662.6,2672.2,NaN,2118.9,2116.4,2025.9,2182,2238.6,2366.1,2500.9,1935.5,2947.1,3064.2,3131.2,3250.2,3348,3250.7,3220.3,1386.7
1182,2255.5,2489.7,2640.4,2689.2,2712.3,2670.5,2690.4,NaN,2113.5,2157.1,2056.6,2175.3,2225.7,2360.9,2490.8,1957.4,2954.9,3084.2,3097.9,3256.3,3337,3302,3251.5,1374.3
1188,2217.6,2480.3,2597.5,2694.2,2729.4,2637.8,2713.1,NaN,2089.9,2145.1,2022.4,2179.1,2212.5,2335.1,2483.3,1960.7,2922.8,3114.7,3171.5,3246.2,3296.5,3316.5,3272.9,1377.1
1194,2259.1,2479.6,2593.7,2712.5,2739,2658.8,2667.2,NaN,2113.8,2151.2,2024.3,2199.4,2227.1,2329.7,2480,1948.1,2968.6,3054.6,3118.9,3254,3290.2,3284,3264,1381.9
1200,2223.4,2463.5,2617.1,2723.6,2715.7,2635.3,2670,NaN,2104.1,2145.6,2019.7,2170.3,2220.4,2367.2,2485.2,1935.4,2921.3,3113.2,3182.8,3270.7,3361.7,3293.6,3224,1416.6
1206,2258,2495.1,2598.5,2738.3,2689,2667.5,2690.2,NaN,2118.9,2165.2,2043.7,2199.6,2243.2,2333.7,2479.2,1940.9,2896.7,3071.6,3180.1,3256.4,3337.5,3263.1,3300.9,1385.9
1212,2242.2,2463.4,2610.9,2689.8,2708.5,2676,2687.5,NaN,2109.8,2146.7,2025.4,2229.5,2226.1,2370.8,2458.4,1940,2898.9,3138.4,3156.5,3269.1,3375.3,3279.3,3269.1,1414
1218,1822.7,2000.8,2115.2,2206.5,2210.6,2185.6,2224.3,NaN,1737.4,1761.1,1693.1,1820.3,1855,1939.4,2015.1,1578.6,2456.5,2603,2682.8,2743.7,2831.5,2796.3,2770.7,1159.7
1224,2259.6,2491.5,2606.6,2682.8,2716.7,2660.8,2701.9,NaN,2100.2,2168.4,2021.3,2195.9,2215.1,2348.9,2452.9,1952.8,2872,3001.9,3018.9,3153.8,3223.7,3094.7,3040,1283.8
1230,2216.3,2477.4,2608.7,2719.6,2704.1,2702.5,2705.8,NaN,2099.6,2168.2,2045.5,2195.3,2224.1,2344.2,2474.2,1948.8,2890.8,3027.8,3124.2,3195.9,3264.9,3188.5,3138.1,1342.5
1236,2259.8,2485.3,2625.8,2728.3,2708.7,2687.6,2689.4,NaN,2093.4,2163.3,2021.6,2211.7,2237.3,2332,2504.7,1973.7,2879.6,3021.5,3052.9,3181.5,3252.7,3147.7,3108.6,1340.9
1242,2256.9,2465.6,2635.8,2697.2,2778.1,2659.3,2665.5,NaN,2097.7,2164.7,2037.4,2194.1,2261,2359.3,2461.4,1975.5,2867.8,3026.4,3032,3157.2,3243.7,3188.3,3113.5,1347.7
1248,2261,2500.6,2612.1,2728.3,2736.1,2658.9,2734.2,NaN,2121.2,2166.5,2062.2,2194.3,2238.1,2380.9,2467.5,1924.6,2876.3,3013,3086.6,3133.2,3248.8,3190.7,3108.6,1296.8
1254,2261,2493.4,2622.2,2756.6,2738.4,2703.4,2727.5,NaN,2124.5,2164.5,2046.6,2216.8,2237.3,2378.5,2488.2,1973.3,2902.3,3060.2,3112,3153.5,3252.5,3204.5,3156.6,1292.5
1260,2244.2,2517,2626.5,2711.5,2778.4,2687.7,2656.1,NaN,2111.4,2190.2,2049.3,2199.5,2244.6,2358.8,2478.1,1977.8,2917.5,3074.4,3114.1,3199,3287.9,3217.8,3195.7,1303.2
1266,2273.5,2498.9,2616.9,2731.4,2730.9,2682.1,2704.9,NaN,2135.5,2181.8,2047.2,2200.5,2246.7,2395.4,2468.3,1913.3,2914.4,3041,3103,3206.3,3229.1,3170.5,3173.4,1285.6
1278,2278,2483.6,2640.6,2712.4,2735.8,2686.9,2677.4,NaN,2129.2,2176,2051.5,2162.8,2247.9,2380.8,2460.1,1949.3,2884.9,3060.1,3083.9,3132.4,3277.2,3168.8,3188.2,1318
1284,2272.5,2514.7,2620.9,2719.3,2707.8,2653.9,2693,NaN,2103.1,2158.5,2047.3,2208.6,2219,2409.4,2486.5,1936.2,2843.1,3074.9,3055.8,3183.5,3213.1,3196.9,3110.9,1327.3
1290,2255.1,2482.8,2636.6,2747.1,2723.4,2680.8,2700.5,NaN,2134.4,2147,2016,2192.6,2230.9,2407.2,2487.1,1982.1,2934,3021.6,3081.8,3165.6,3241.9,3224.8,3201.4,1307.7
1296,2258.7,2484.7,2606.2,2759.6,2694.4,2636.9,2660.1,NaN,2120.9,2183.9,2024.4,2219.7,2284.6,2407.9,2467.6,1935.4,2910.2,3080.1,3111,3224.4,3354.9,3244.5,3159.9,1321
1302,1843.4,2025.5,2124.9,2213.8,2230.7,2192.8,2226.9,NaN,1754.3,1800.7,1722.6,1835.2,1876.4,1969.2,2068.8,1616.1,2381.3,2512.1,2518.5,2630.8,2648.4,2602.3,2562.2,1093.3
1308,2640.2,2895.4,2998.5,3150.8,3107.2,3084.6,3083,NaN,2434.2,2490.4,2341.5,2545.5,2539.8,2695.3,2812.3,2284.2,3391.2,3575.9,3635.5,3818.1,3925.7,3803.4,3699.4,1622.9
1314,2998.7,3292.6,3468.7,3558.3,3563.9,3522.4,3550.4,NaN,2741.8,2849.9,2683.5,2878.1,2943.5,3091.5,3272.4,2595,3850.3,4063.9,4112.4,4260.7,4412,4302.7,4320.3,1877.1
1320,3118.2,3470.4,3623.1,3843.5,3843.2,3769.2,3778.4,NaN,2929.9,3019.5,2835.2,3066.7,3156.9,3282.9,3439.4,2768.3,4133.8,4352.5,4460.5,4524.9,4629.4,4602.3,4490.9,2025.9
1326,3221.4,3580.6,3739.1,3914.4,3956.7,3863.1,3945.4,NaN,3022.4,3113,2946.2,3172,3246.5,3380.2,3544.5,2845.7,4249.1,4497.8,4596,4736,4853.3,4750.8,4631.9,2157.8
1332,3312.6,3615.6,3838,3945.5,3956,3905.7,3910.2,NaN,3074.7,3187.2,2981.5,3248.4,3295.4,3404.9,3620.6,2868.4,4295.9,4515.2,4620.6,4776.8,4945.3,4766.1,4789.4,2112.6
1338,3331.6,3648.2,3793.7,3985.1,3995.5,3948.3,3933.8,NaN,3136.9,3177.6,3015.4,3266.1,3368.7,3508.8,3668.6,2868.7,4363.7,4588.4,4708.4,4862.5,4940.5,4890.7,4845.7,2189.2
1350,3341,3691.9,3869.7,4044.9,4046.3,3986.4,3985.7,NaN,3134.7,3235.6,3032.2,3285.8,3325.3,3549.9,3680.6,3005.1,4374.4,4623,4763.7,4922.5,5037.5,4860.3,4853,2161.6
1362,3359.8,3730.8,3926.8,4079.1,4096.8,4022.8,4030,NaN,3148.1,3241.8,3066.9,3278.3,3347,3548.7,3724.9,3006.2,4408.9,4622.7,4717.6,4904.9,5023.4,4897.1,4834.4,2194.3
1374,3329.7,3700.7,3914,4093.5,4126.6,4014,4109,NaN,3216.9,3292.3,3068,3296.5,3420.1,3554.4,3768,2993.2,4409.8,4688.6,4792.4,4917.5,5027.8,4944.9,4924.9,2213.6
1386,3398.9,3693.5,3930.6,4144.9,4154,4091.1,4076.2,NaN,3159.6,3276.6,3061.7,3305.6,3418.9,3576.2,3701.6,3020.5,4413.1,4705.3,4764,4915.3,5024.3,4961.9,4883.7,2239.6
1398,3368,3736.3,3958.6,4092.9,4180.4,4011.8,4035.6,NaN,3157.1,3328.4,3067.8,3356.2,3437.9,3640.4,3759.3,3010,4434.2,4723.3,4812.2,4930.7,5072.6,4994.1,4973,2222.3
1410,3385,3805,3932.4,4090.6,4195.2,4055.9,4088.3,NaN,3182.8,3252.3,3128.8,3330.5,3429.2,3556.5,3737.9,3028,4466.9,4703.1,4868.9,4941.5,5143.9,5047.8,4974.8,2220.1
